candidate_id,class_id,source_group,scale_bin,contrast_bin,morphology_bin,weakness_match_count,category,localization_category,confidence_view_gap,iou_view_gap,yolo_median_iou,yolo_median_conf_percentile,yolo_success_rate,frcnn_median_iou,frcnn_median_conf_percentile,frcnn_success_rate
dwbg_0_24571_0_000001_c19019,0,additional,large,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.10344827586206896,0.35534633752393807,0.35534633752393807,0.20689655172413793,0.0,0.0,0.10344827586206896,0.0
dwbg_0_24571_19_000510,0,additional,tiny,medium,compact,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.13793103448275862,0.0,0.0,0.2413793103448276,0.0,0.0,0.10344827586206896,0.0
dwbg_0_24571_30_000521,0,additional,tiny,high,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.0012315270935960576,0.6002911068441846,0.6002911068441846,0.03571428571428571,0.3333333333333333,0.0,0.034482758620689655,0.0
dwbg_0_24571_71_000555,0,additional,medium,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.14285714285714285,0.3820586438472565,0.3820586438472565,0.14285714285714285,0.0,0.0,0.0,0.0
dwbg_0_30103_0_000001_c5005,0,additional,large,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.06280788177339902,0.08128469543633621,0.3931911440983015,0.2413793103448276,0.0,0.47447583953463773,0.17857142857142858,0.0
dwbg_0_30103_35_000611,0,additional,tiny,high,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.20912124582869857,0.624273178008012,0.624273178008012,0.2413793103448276,0.3333333333333333,0.0,0.03225806451612903,0.0
dwbg_0_30103_4_000615,0,additional,tiny,medium,medium,1,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.3423645320197044,0.6150961931807717,0.6150961931807717,0.41379310344827586,0.6666666666666666,0.0,0.07142857142857142,0.3333333333333333
dwbg_0_30103_50_000625,0,additional,medium,medium,medium,0,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.06773399014778325,0.6087914265896012,0.6087914265896012,0.03571428571428571,0.0,0.0,0.10344827586206896,0.3333333333333333
dwbg_0_30103_70_000644,0,additional,large,high,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.03571428571428571,0.4868068761425376,0.4868068761425376,0.03571428571428571,0.0,0.0,0.0,0.0
dwbg_0_30103_73_000647,0,additional,medium,low,compact,1,CONSENSUS_EASY,LOCALIZATION_CONSENSUS_EASY,0.08251231527093594,0.04194326191195208,0.6016226286556611,0.39285714285714285,1.0,0.6435658905676132,0.3103448275862069,1.0
dwbg_0_3407_0_000002_c23023,0,additional,large,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.016009852216748777,0.31605396548166964,0.31605396548166964,0.4482758620689655,0.0,0.0,0.4642857142857143,0.0
dwbg_0_3407_28_000102,0,additional,tiny,medium,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.23891625615763548,0.5252127029819438,0.5252127029819438,0.3103448275862069,0.3333333333333333,0.0,0.07142857142857142,0.3333333333333333
dwbg_0_3407_35_000004_c23023,0,additional,large,medium,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.22044334975369456,0.03578449766452152,0.4366422750842367,0.39285714285714285,0.0,0.4724267727487582,0.1724137931034483,0.0
dwbg_0_3407_41_000115,0,additional,large,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.0022246941045606233,0.0,0.0,0.034482758620689655,0.0,0.0,0.03225806451612903,0.0
dwbg_0_3407_9_000143,0,additional,large,medium,medium,0,CONSENSUS_EASY,LOCALIZATION_CONSENSUS_EASY,0.0714285714285714,0.08721505198148793,0.5038112115746305,0.39285714285714285,0.6666666666666666,0.5910262635561184,0.32142857142857145,1.0
dwbg_0_42_0_000000_c1001,0,additional,large,medium,compact,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.27586206896551724,0.4369340404148087,0.4369340404148087,0.3448275862068966,0.0,0.0,0.06896551724137931,0.0
dwbg_0_42_10_000001,0,additional,tiny,medium,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.0022246941045606233,0.0,0.0,0.034482758620689655,0.0,0.0,0.03225806451612903,0.0
dwbg_0_42_35_000024,0,additional,medium,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.14015572858731926,0.32757562713997085,0.32757562713997085,0.1724137931034483,0.0,0.0,0.03225806451612903,0.0
dwbg_0_42_45_000032,0,additional,tiny,medium,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.20912124582869857,0.0,0.0,0.2413793103448276,0.0,0.0,0.03225806451612903,0.0
dwbg_0_42_61_000048,0,additional,medium,low,medium,1,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.5417130144605117,0.019715932023558702,0.5508244831011176,0.6451612903225806,0.6666666666666666,0.5311085510775589,0.10344827586206896,0.6666666666666666
dwbg_0_7859_0_000005_c23023,0,additional,large,low,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.06773399014778325,0.1850429683292668,0.5051434675640503,0.03571428571428571,0.0,0.32010049923478345,0.10344827586206896,0.0
dwbg_0_7859_12_000170,0,additional,large,medium,elongated,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.0,0.6328207892150519,0.6328207892150519,0.10344827586206896,0.3333333333333333,0.0,0.10344827586206896,0.0
dwbg_0_7859_17_000003_c6006,0,additional,large,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.06773399014778325,0.07947425082747162,0.6708348626906165,0.03571428571428571,0.0,0.7503091135180882,0.10344827586206896,1.0
dwbg_0_7859_18_000176,0,additional,medium,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.003456221198156681,0.3908945935539654,0.3908945935539654,0.03571428571428571,0.0,0.0,0.03225806451612903,0.0
dwbg_0_7859_28_000186,0,additional,tiny,high,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.20689655172413793,0.5917207704072032,0.5917207704072032,0.20689655172413793,0.3333333333333333,0.0,0.0,0.0
dwbg_0_7859_35_000192,0,additional,tiny,high,compact,1,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.41379310344827586,0.703640739741537,0.703640739741537,0.41379310344827586,0.6666666666666666,0.0,0.0,0.0
dwbg_0_7859_56_000213,0,additional,tiny,high,compact,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.10714285714285715,0.7635452925322566,0.7635452925322566,0.17857142857142858,0.0,0.0,0.07142857142857142,0.3333333333333333
dwbg_0_7859_63_000219,0,additional,tiny,medium,compact,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.2697044334975369,0.0,0.0,0.4482758620689655,0.0,0.0,0.17857142857142858,0.0
dwbg_0_7859_72_000228,0,additional,tiny,high,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.02892102335928809,0.5103210059315063,0.5103210059315063,0.4482758620689655,0.6666666666666666,0.0,0.41935483870967744,0.0
dwbg_0_7859_73_000229,0,additional,large,high,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.003456221198156681,0.07494738506016824,0.479398463059814,0.03571428571428571,0.0,0.40445107799964575,0.03225806451612903,0.3333333333333333
dwbg_0_12011_10_000000_c14014,0,selected_dwbg,large,low,compact,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.2894088669950739,0.012795483503807548,0.4938849406260782,0.39285714285714285,0.3333333333333333,0.48108945712227064,0.10344827586206896,0.3333333333333333
dwbg_0_12011_11_000002_c12012,0,selected_dwbg,large,low,compact,1,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.21913236929922136,0.17631388817830473,0.7779433964718527,0.3225806451612903,0.6666666666666666,0.601629508293548,0.10344827586206896,0.6666666666666666
dwbg_0_12011_17_000262,0,selected_dwbg,medium,medium,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.01728110599078342,0.14781517066998495,0.7048110498174008,0.16129032258064516,0.6666666666666666,0.8526262204873858,0.17857142857142858,1.0
dwbg_0_12011_51_000288,0,selected_dwbg,tiny,high,elongated,2,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.3470522803114572,0.0018312898196835015,0.6196429189330327,0.3793103448275862,0.3333333333333333,0.6214742087527162,0.03225806451612903,0.6666666666666666
dwbg_0_12011_64_000298,0,selected_dwbg,tiny,medium,compact,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.028325123152709353,0.09137549020698443,0.7354070300211248,0.20689655172413793,0.3333333333333333,0.8267825202281093,0.17857142857142858,1.0
dwbg_0_12011_66_000300,0,selected_dwbg,large,medium,elongated,1,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.4482758620689655,0.5101550321326395,0.5101550321326395,0.4482758620689655,0.6666666666666666,0.0,0.0,0.0
dwbg_0_15683_26_000350,0,selected_dwbg,medium,low,elongated,2,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.07142857142857142,0.05974538590103162,0.5370667446694491,0.25,0.3333333333333333,0.5968121305704808,0.17857142857142858,1.0
dwbg_0_19997_12_000003_c24024,0,selected_dwbg,large,high,compact,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.13793103448275862,0.057867901265673316,0.712817142709338,0.2413793103448276,0.3333333333333333,0.6549492414436647,0.10344827586206896,1.0
dwbg_0_19997_15_000005_c24024,0,selected_dwbg,large,medium,elongated,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.003456221198156681,0.6441911362222108,0.6441911362222108,0.03571428571428571,0.0,0.0,0.03225806451612903,0.3333333333333333
dwbg_0_19997_2_000425,0,selected_dwbg,tiny,high,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.00667408231368187,0.06255932771856576,0.698113364999383,0.0967741935483871,0.6666666666666666,0.7606726927179488,0.10344827586206896,1.0
dwbg_0_19997_54_000457,0,selected_dwbg,medium,high,elongated,1,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.3448275862068966,0.09234761336744335,0.5571773609551249,0.4482758620689655,0.6666666666666666,0.6495249743225683,0.10344827586206896,1.0
dwbg_0_19997_61_000462,0,selected_dwbg,medium,low,elongated,2,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.2436040044493882,0.013369007153420043,0.5024708599181306,0.27586206896551724,0.3333333333333333,0.5158398670715506,0.03225806451612903,0.0
dwbg_0_24571_22_000514,0,selected_dwbg,tiny,low,elongated,3,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.0,0.5065624620156101,0.5065624620156101,0.06896551724137931,0.3333333333333333,0.0,0.06896551724137931,0.0
dwbg_0_24571_26_000517,0,selected_dwbg,medium,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.06773399014778325,0.04736899199063893,0.5677187856423701,0.03571428571428571,0.3333333333333333,0.5203497936517312,0.10344827586206896,1.0
dwbg_0_24571_58_000543,0,selected_dwbg,medium,low,medium,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.42857142857142855,0.4803351364206125,0.4803351364206125,0.42857142857142855,0.3333333333333333,0.0,0.0,0.3333333333333333
dwbg_0_24571_60_000544,0,selected_dwbg,large,medium,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.006912442396313362,0.4339720254869002,0.4339720254869002,0.06451612903225806,0.0,0.0,0.07142857142857142,0.0
dwbg_0_24571_8_000559,0,selected_dwbg,medium,high,medium,0,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.18719211822660095,0.059693770673368785,0.6063381916737081,0.42857142857142855,1.0,0.6660319623470768,0.2413793103448276,1.0
dwbg_0_30103_11_000588,0,selected_dwbg,tiny,high,medium,1,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.07881773399014777,0.5015423107199157,0.5015423107199157,0.2857142857142857,0.3333333333333333,0.0,0.20689655172413793,0.0
dwbg_0_30103_26_000006_c22022,0,selected_dwbg,large,low,compact,1,YOLO_SPECIFIC_HARD,YOLO_LOCALIZATION_SPECIFIC,0.10344827586206895,0.23860019396842946,0.4965112356843234,0.4482758620689655,0.3333333333333333,0.7351114296527529,0.3448275862068966,1.0
dwbg_0_30103_54_000628,0,selected_dwbg,large,medium,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.21428571428571427,0.4256759953790958,0.4256759953790958,0.2857142857142857,0.3333333333333333,0.0,0.07142857142857142,0.0
dwbg_0_30103_60_000634,0,selected_dwbg,tiny,medium,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.4482758620689655,0.6134242427034937,0.6134242427034937,0.4482758620689655,0.6666666666666666,0.0,0.0,0.0
dwbg_0_30103_67_000641,0,selected_dwbg,tiny,low,elongated,3,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.5110837438423645,0.03900002658763446,0.7416780177872865,0.6896551724137931,1.0,0.7806780443749209,0.17857142857142858,1.0
dwbg_0_3407_17_000091,0,selected_dwbg,tiny,low,elongated,3,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.27586206896551724,0.4659467235352883,0.4659467235352883,0.27586206896551724,0.3333333333333333,0.0,0.0,0.0
dwbg_0_3407_38_000112,0,selected_dwbg,tiny,low,medium,2,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.37684729064039413,0.13882282102116328,0.7270798476214627,0.4482758620689655,0.6666666666666666,0.5882570266002994,0.07142857142857142,0.3333333333333333
dwbg_0_42_17_000001_c23023,0,selected_dwbg,large,medium,compact,0,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.14285714285714285,0.7801980226572235,0.7801980226572235,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0
dwbg_0_42_23_000000_c22022,0,selected_dwbg,large,low,elongated,2,CONSENSUS_HARD,YOLO_LOCALIZATION_SPECIFIC,0.14655172413793105,0.3140908761506678,0.4337136108953785,0.25,0.0,0.7478044870460463,0.10344827586206896,1.0
dwbg_0_42_31_000020,0,selected_dwbg,tiny,high,elongated,2,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.33866995073891626,0.07947812381947206,0.6528925576805032,0.5172413793103449,0.6666666666666666,0.7323706814999753,0.17857142857142858,1.0
dwbg_0_42_50_000038,0,selected_dwbg,medium,low,compact,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.08179723502304148,0.14844820975789041,0.7158506830597399,0.0967741935483871,0.3333333333333333,0.5674024733018495,0.17857142857142858,0.6666666666666666
dwbg_0_42_51_000039,0,selected_dwbg,medium,low,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.10960591133004927,0.5163836262133792,0.5163836262133792,0.06896551724137931,0.3333333333333333,0.0,0.17857142857142858,0.0
dwbg_0_42_5_000002_c6006,0,selected_dwbg,large,low,elongated,2,CONSENSUS_HARD,YOLO_LOCALIZATION_SPECIFIC,0.14285714285714288,0.026910559613370633,0.49204630764010415,0.32142857142857145,0.3333333333333333,0.5189568672534748,0.17857142857142858,0.3333333333333333
dwbg_0_42_62_000049,0,selected_dwbg,medium,low,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.2534562211981567,0.5036454631248276,0.5036454631248276,0.2857142857142857,0.3333333333333333,0.0,0.03225806451612903,0.3333333333333333
dwbg_0_42_75_000060,0,selected_dwbg,tiny,high,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.4160177975528365,0.6186633867517889,0.6186633867517889,0.4482758620689655,0.6666666666666666,0.0,0.03225806451612903,0.0
dwbg_0_7859_18_000002_c1001,0,selected_dwbg,large,medium,compact,0,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.014976958525345613,0.7589137670365979,0.7589137670365979,0.1935483870967742,0.3333333333333333,0.0,0.17857142857142858,0.0
dwbg_0_7859_21_000180,0,selected_dwbg,medium,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.06773399014778325,0.06663643232962546,0.6415790272133489,0.03571428571428571,0.3333333333333333,0.7082154595429744,0.10344827586206896,1.0
dwbg_0_7859_37_000194,0,selected_dwbg,tiny,medium,compact,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.03201970443349754,0.6188716276420385,0.6188716276420385,0.10344827586206896,0.3333333333333333,0.0,0.07142857142857142,0.3333333333333333
dwbg_0_7859_41_000198,0,selected_dwbg,tiny,low,elongated,3,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.13793103448275862,0.03881356217456955,0.7057182684062252,0.2413793103448276,0.3333333333333333,0.6669047062316557,0.10344827586206896,0.6666666666666666
dwbg_0_7859_45_000202,0,selected_dwbg,medium,high,compact,0,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.08870967741935484,0.15532969411175968,0.5289636674270476,0.25,0.3333333333333333,0.6842933615388073,0.16129032258064516,1.0
dwbg_0_7859_54_000211,0,selected_dwbg,large,high,compact,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.03571428571428571,0.48128172491443827,0.48128172491443827,0.03571428571428571,0.0,0.0,0.0,0.0
dwbg_0_7859_59_000215,0,selected_dwbg,tiny,high,medium,1,FRCNN_SPECIFIC_HARD,LOCALIZATION_CONSENSUS_EASY,0.3448275862068966,0.02806044566356536,0.8227849439572523,0.4482758620689655,0.6666666666666666,0.8508453896208177,0.10344827586206896,1.0
dwbg_0_7859_8_000232,0,selected_dwbg,medium,low,medium,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.0967741935483871,0.6225431205172975,0.6225431205172975,0.0967741935483871,0.3333333333333333,0.0,0.0,0.0
dwbg_0_12011_16_000261,0,selected_random,tiny,low,elongated,3,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.034482758620689655,0.6349132192655934,0.6349132192655934,0.034482758620689655,0.0,0.0,0.0,0.0
dwbg_0_12011_25_000268,0,selected_random,medium,medium,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.028325123152709353,0.0004564236710955516,0.7860813311023939,0.20689655172413793,0.3333333333333333,0.7865377547734894,0.17857142857142858,0.6666666666666666
dwbg_0_12011_35_000276,0,selected_random,medium,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.12557603686635943,0.029824171966149615,0.6526529787771286,0.03571428571428571,0.0,0.6824771507432782,0.16129032258064516,0.6666666666666666
dwbg_0_12011_49_000286,0,selected_random,medium,medium,elongated,1,CONSENSUS_HARD,YOLO_LOCALIZATION_SPECIFIC,0.10344827586206896,0.05641511010463246,0.47503574880020166,0.034482758620689655,0.0,0.5314508589048341,0.13793103448275862,0.3333333333333333
dwbg_0_12011_56_000292,0,selected_random,medium,high,compact,0,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.03571428571428571,0.5174363674233544,0.5174363674233544,0.03571428571428571,0.0,0.0,0.0,0.0
dwbg_0_12011_65_000299,0,selected_random,tiny,low,compact,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.37684729064039413,0.8054135050143137,0.8054135050143137,0.4482758620689655,0.6666666666666666,0.0,0.07142857142857142,0.3333333333333333
dwbg_0_12011_9_000312,0,selected_random,large,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.03917050691244239,0.3474473128474332,0.3474473128474332,0.07142857142857142,0.0,0.0,0.03225806451612903,0.0
dwbg_0_15683_67_000383,0,selected_random,medium,high,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.14408866995073893,0.07269778163715612,0.7519143121167808,0.034482758620689655,0.0,0.6792165304796247,0.17857142857142858,1.0
dwbg_0_19997_10_000001_c17017,0,selected_random,large,low,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.14285714285714285,0.0,0.0,0.03571428571428571,0.0,0.0,0.17857142857142858,0.0
dwbg_0_19997_29_000000_c19019,0,selected_random,large,medium,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.07142857142857144,0.07332682131095614,0.7507771100466745,0.10714285714285714,0.0,0.6774502887357183,0.17857142857142858,1.0
dwbg_0_19997_39_000443,0,selected_random,large,medium,elongated,1,CONSENSUS_HARD,YOLO_LOCALIZATION_SPECIFIC,0.06773399014778325,0.1552075741467322,0.4875707208544367,0.03571428571428571,0.0,0.6427782950011689,0.10344827586206896,0.6666666666666666
dwbg_0_19997_69_000470,0,selected_random,tiny,high,elongated,2,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.03917050691244239,0.6610612148966135,0.6610612148966135,0.07142857142857142,0.0,0.0,0.03225806451612903,0.3333333333333333
dwbg_0_19997_8_000475,0,selected_random,large,high,compact,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.14285714285714285,0.027900209931317144,0.6158337804184845,0.03571428571428571,0.0,0.6437339903498016,0.17857142857142858,0.6666666666666666
dwbg_0_24571_0_000503,0,selected_random,medium,medium,medium,0,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.14631336405529954,0.5447635000757127,0.5447635000757127,0.17857142857142858,0.0,0.0,0.03225806451612903,0.0
dwbg_0_24571_13_000507,0,selected_random,tiny,low,elongated,3,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.0022246941045606233,0.0,0.0,0.034482758620689655,0.0,0.0,0.03225806451612903,0.0
dwbg_0_24571_33_000523,0,selected_random,tiny,medium,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.06773399014778325,0.0,0.0,0.03571428571428571,0.0,0.0,0.10344827586206896,0.0
dwbg_0_24571_73_000556,0,selected_random,tiny,low,elongated,3,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.03225806451612903,0.6831743635375745,0.6831743635375745,0.06451612903225806,0.3333333333333333,0.0,0.03225806451612903,0.3333333333333333
dwbg_0_24571_74_000557,0,selected_random,large,high,medium,0,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_EASY,0.035714285714285726,0.14915012322893573,0.6749793147982267,0.14285714285714285,0.0,0.525829191569291,0.17857142857142858,0.6666666666666666
dwbg_0_30103_0_000001_c2002,0,selected_random,large,medium,medium,0,YOLO_SPECIFIC_HARD,YOLO_LOCALIZATION_SPECIFIC,0.3435960591133005,0.08132747554869107,0.44439322163407674,0.03571428571428571,0.0,0.5257206971827678,0.3793103448275862,0.6666666666666666
dwbg_0_30103_21_000598,0,selected_random,tiny,high,elongated,2,FRCNN_SPECIFIC_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.4482758620689655,0.693020271207376,0.693020271207376,0.4482758620689655,0.6666666666666666,0.0,0.0,0.0
dwbg_0_30103_27_000603,0,selected_random,large,medium,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.14285714285714285,0.07092335160206803,0.35919224493373875,0.03571428571428571,0.0,0.4301155965358068,0.17857142857142858,0.3333333333333333
dwbg_0_30103_36_000612,0,selected_random,tiny,high,compact,1,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.07389162561576354,0.6846998693955845,0.6846998693955845,0.14285714285714285,0.0,0.0,0.06896551724137931,0.0
dwbg_0_30103_9_000650,0,selected_random,tiny,low,elongated,3,CONSENSUS_HARD,FRCNN_LOCALIZATION_SPECIFIC,0.03571428571428571,0.5452285543202662,0.5452285543202662,0.03571428571428571,0.0,0.0,0.0,0.0
dwbg_0_3407_26_000100,0,selected_random,tiny,high,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.003456221198156681,0.0,0.0,0.03571428571428571,0.0,0.0,0.03225806451612903,0.0
dwbg_0_3407_46_000118,0,selected_random,large,medium,elongated,1,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.003456221198156681,0.4362633481879041,0.4362633481879041,0.03571428571428571,0.0,0.0,0.03225806451612903,0.0
dwbg_0_42_13_000003,0,selected_random,tiny,high,elongated,2,CONSENSUS_HARD,LOCALIZATION_CONSENSUS_HARD,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
