pair_id,raw_image_path,raw_annotation_path,raw_class_name,raw_bbox,converted_image_path,converted_class_id,converted_bbox
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,open,431 291 491 319,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041039_00_open.jpg,0,303 242 363 270
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,short,493 261 564 294,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041039_01_short.jpg,1,365 240 436 273
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,mousebite,446 431 475 459,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041039_02_mousebite.jpg,2,318 303 347 331
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,spur,477 430 513 462,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041039_03_spur.jpg,3,349 302 385 334
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,pinhole,392 413 419 467,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041039_04_pinhole.jpg,5,264 285 291 339
00041039,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041039_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041039.txt,spurious_copper,203 344 249 404,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041039_05_spurious_copper.jpg,4,203 226 249 286
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,open,375 385 438 429,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041043_00_open.jpg,0,247 257 310 301
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,short,408 190 473 218,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041043_01_short.jpg,1,280 190 345 218
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,mousebite,379 246 413 273,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041043_02_mousebite.jpg,2,251 243 285 270
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,pinhole,344 574 384 605,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041043_03_pinhole.jpg,5,236 446 276 477
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,spurious_copper,135 185 170 230,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041043_04_spurious_copper.jpg,4,135 185 170 230
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,spurious_copper,217 358 249 395,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041043_05_spurious_copper.jpg,4,217 238 249 275
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,spur,49 442 92 468,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041043_06_spur.jpg,3,49 314 92 340
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,short,99 481 150 517,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041043_07_short.jpg,1,99 353 150 389
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,mousebite,50 489 89 516,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041043_08_mousebite.jpg,2,50 361 89 388
00041043,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041043_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041043.txt,open,392 117 451 162,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041043_09_open.jpg,0,264 117 323 162
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,open,431 412 493 446,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041046_00_open.jpg,0,303 284 365 318
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,mousebite,395 499 436 527,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041046_01_mousebite.jpg,2,267 371 308 399
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,short,509 391 555 416,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041046_02_short.jpg,1,381 263 427 288
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,spur,467 569 501 596,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041046_03_spur.jpg,3,339 441 373 468
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,spurious_copper,163 344 236 415,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041046_04_spurious_copper.jpg,4,163 221 236 292
00041046,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041046_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041046.txt,pinhole,244 16 285 45,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041046_05_pinhole.jpg,5,236 16 277 45
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,open,374 246 437 296,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041047_00_open.jpg,0,246 231 309 281
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,short,322 379 355 423,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041047_01_short.jpg,1,240 251 273 295
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,spur,158 329 194 363,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041047_02_spur.jpg,3,158 239 194 273
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,pinhole,385 361 428 387,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041047_03_pinhole.jpg,5,257 243 300 269
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,spurious_copper,153 474 196 524,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041047_04_spurious_copper.jpg,4,153 346 196 396
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,spurious_copper,251 190 301 236,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041047_05_spurious_copper.jpg,4,231 190 281 236
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,mousebite,33 216 73 242,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041047_06_mousebite.jpg,2,33 216 73 242
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,spur,113 249 139 285,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041047_07_spur.jpg,3,113 238 139 274
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,short,93 454 131 482,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041047_08_short.jpg,1,93 326 131 354
00041047,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041047_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041047.txt,open,66 400 100 440,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041047_09_open.jpg,0,66 272 100 312
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,open,205 270 236 301,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041057_00_open.jpg,0,205 241 236 272
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,short,159 145 194 172,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041057_01_short.jpg,1,159 145 194 172
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,mousebite,322 325 358 352,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041057_02_mousebite.jpg,2,238 243 274 270
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,spurious_copper,403 269 431 306,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041057_03_spurious_copper.jpg,4,275 238 303 275
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,pinhole,307 218 350 256,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041057_04_pinhole.jpg,5,235 218 278 256
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,spur,86 505 118 540,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041057_05_spur.jpg,3,86 377 118 412
00041057,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041057_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041057.txt,short,98 347 138 383,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041057_06_short.jpg,1,98 238 138 274
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,open,289 561 331 596,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041068_00_open.jpg,0,235 433 277 468
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,short,542 391 585 421,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041068_01_short.jpg,1,414 263 457 293
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,spur,351 302 394 333,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041068_02_spur.jpg,3,235 241 278 272
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,spurious_copper,327 235 356 274,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041068_03_spurious_copper.jpg,4,242 235 271 274
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,pinhole,387 225 418 259,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041068_04_pinhole.jpg,5,259 225 290 259
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,mousebite,127 367 167 394,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041068_05_mousebite.jpg,2,127 243 167 270
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,open,422 476 475 544,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041068_06_open.jpg,0,294 348 347 416
00041068,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041068_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041068.txt,pinhole,486 227 519 258,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041068_07_pinhole.jpg,5,358 227 391 258
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,open,31 234 66 267,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041079_00_open.jpg,0,31 234 66 267
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,short,44 162 95 203,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041079_01_short.jpg,1,44 162 95 203
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,spur,86 51 120 85,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041079_02_spur.jpg,3,86 51 120 85
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,spurious_copper,443 177 482 219,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041079_03_spurious_copper.jpg,4,315 177 354 219
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,pinhole,287 141 311 176,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041079_04_pinhole.jpg,5,244 141 268 176
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,spurious_copper,249 517 297 555,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041079_05_spurious_copper.jpg,4,232 389 280 427
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,mousebite,177 398 204 431,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041079_06_mousebite.jpg,2,177 270 204 303
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,mousebite,67 291 110 318,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041079_07_mousebite.jpg,2,67 243 110 270
00041079,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041079_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041079.txt,spur,109 204 140 237,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041079_08_spur.jpg,3,109 204 140 237
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,open,179 203 218 238,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041081_00_open.jpg,0,179 203 218 238
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,short,243 130 274 169,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041081_01_short.jpg,1,241 130 272 169
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,mousebite,158 391 193 417,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041081_02_mousebite.jpg,2,158 263 193 289
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,spur,310 281 337 312,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spur/00041081_03_spur.jpg,3,243 241 270 272
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,pinhole,259 73 297 100,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/pinhole/00041081_04_pinhole.jpg,5,237 73 275 100
00041081,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041081_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041081.txt,spurious_copper,110 265 150 302,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/spurious_copper/00041081_05_spurious_copper.jpg,4,110 238 150 275
00041085,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041085_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041085.txt,open,346 101 374 143,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/open/00041085_00_open.jpg,0,242 101 270 143
00041085,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041085_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041085.txt,short,323 231 391 257,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/short/00041085_01_short.jpg,1,222 231 290 257
00041085,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041/00041085_test.jpg,/mnt/sda/cbj/dataset/DeepPCB-master/PCBData/group00041/00041_not/00041085.txt,mousebite,174 253 217 291,/mnt/sda/cbj/dataset/DeepPCB_stage1_lowdata_s20260917/DeepPCB/test/mousebite/00041085_02_mousebite.jpg,2,174 237 217 275
