instance_id,image,gt_index,fold,class,yolo_iou,yolo_conf,yolo_status,frcnn_iou,frcnn_conf,frcnn_status
fold0:img_18290_pre_part_0:0,img_18290_pre_part_0.jpg,0,0,0,0.580367290507151,0.005051749292761087,localized_low_conf,0.0,0.0,localization_failure
fold0:img_1944_pre_part_1:0,img_1944_pre_part_1.jpg,0,0,0,0.8257358289239223,0.519784688949585,success,0.0,0.0,localization_failure
fold0:img_2028_pre_part_1:0,img_2028_pre_part_1.jpg,0,0,1,0.7019499871487895,0.5045573711395264,success,0.0,0.0,localization_failure
fold0:img_2034_pre_part_0:0,img_2034_pre_part_0.jpg,0,0,0,0.7434691633483079,0.55138099193573,success,0.0,0.0,localization_failure
fold0:img_2037_pre_part_1:0,img_2037_pre_part_1.jpg,0,0,0,0.7960801446144987,0.05380427837371826,localized_low_conf,0.0,0.0,localization_failure
fold0:img_2072_pre_part_1:0,img_2072_pre_part_1.jpg,0,0,0,0.7426472766823161,0.5797845125198364,success,0.0,0.0,localization_failure
fold0:img_20948_pre_part_1:0,img_20948_pre_part_1.jpg,0,0,0,0.6994568360343907,0.5794178247451782,success,0.0,0.0,localization_failure
fold0:img_2248_pre_part_1:0,img_2248_pre_part_1.jpg,0,0,0,0.8847168632641121,0.48352158069610596,success,0.0,0.0,localization_failure
fold0:img_22731_pre_part_0:0,img_22731_pre_part_0.jpg,0,0,1,0.745117973492236,0.037065524607896805,localized_low_conf,0.0,0.0,localization_failure
fold0:img_24729_pre_part_1:0,img_24729_pre_part_1.jpg,0,0,0,0.6997067242747738,0.271771639585495,success,0.0,0.0,localization_failure
fold0:img_2500_pre_part_1:0,img_2500_pre_part_1.jpg,0,0,0,0.7953797556045394,0.0357816256582737,localized_low_conf,0.0,0.0,localization_failure
fold0:img_2871_pre_part_1:0,img_2871_pre_part_1.jpg,0,0,0,0.7379349428142239,0.5214110612869263,success,0.0,0.0,localization_failure
fold0:img_3040_pre_part_1:0,img_3040_pre_part_1.jpg,0,0,0,0.5060005272687903,0.46572938561439514,success,0.0,0.0,localization_failure
fold0:img_3190_pre_part_0:0,img_3190_pre_part_0.jpg,0,0,1,0.7863489484673643,0.028209585696458817,localized_low_conf,0.0,0.0,localization_failure
fold0:img_3626_pre_part_1:0,img_3626_pre_part_1.jpg,0,0,0,0.7296507347101688,0.6496109366416931,success,0.0,0.0,localization_failure
fold0:img_4515_pre_part_0:0,img_4515_pre_part_0.jpg,0,0,0,0.7083680122802721,0.24175502359867096,localized_low_conf,0.0,0.0,localization_failure
fold0:img_460_pre_part_0:0,img_460_pre_part_0.jpg,0,0,1,0.8272827220735012,0.4645650386810303,success,0.0,0.0,localization_failure
fold0:img_4937_pre_part_1:0,img_4937_pre_part_1.jpg,0,0,0,0.644356998159215,0.017220376059412956,localized_low_conf,0.0,0.0,localization_failure
fold0:img_5107_pre_part_1:0,img_5107_pre_part_1.jpg,0,0,0,0.7744645596985319,0.14895415306091309,localized_low_conf,0.0,0.0,localization_failure
fold0:img_8297_pre_part_1:0,img_8297_pre_part_1.jpg,0,0,0,0.8780522355050359,0.5857723355293274,success,0.0,0.0,localization_failure
fold0:img_8363_pre_part_1:0,img_8363_pre_part_1.jpg,0,0,1,0.6585768362702286,0.4620279371738434,success,0.0,0.0,localization_failure
fold0:img_8747_pre_part_1:0,img_8747_pre_part_1.jpg,0,0,1,0.6548890764998868,0.23967018723487854,localized_low_conf,0.0,0.0,localization_failure
fold0:img_9438_pre_part_0:0,img_9438_pre_part_0.jpg,0,0,0,0.8876338914028161,0.03785734623670578,localized_low_conf,0.0,0.0,localization_failure
fold0:img_9504_pre_part_1:0,img_9504_pre_part_1.jpg,0,0,0,0.827775068634235,0.6391180157661438,success,0.0,0.0,localization_failure
fold0:img_9730_pre_part_1:0,img_9730_pre_part_1.jpg,0,0,0,0.8596794198831182,0.21333667635917664,localized_low_conf,0.0,0.0,localization_failure
fold1:blackinst_10:0,blackinst_10.jpg,0,1,1,0.4984337780098447,0.07726312428712845,localization_failure,0.4169714466970104,0.9668568968772888,localization_failure
fold1:blackinst_13:0,blackinst_13.jpg,0,1,1,0.8890322664173326,0.828812837600708,success,0.8705724586475057,0.5521295666694641,success
fold1:blackinst_13:1,blackinst_13.jpg,1,1,1,0.869583333129006,0.7706620693206787,success,0.8472261455004766,0.9982089996337891,success
fold1:blackinst_13:2,blackinst_13.jpg,2,1,1,0.8207542924335409,0.6354402899742126,success,0.6452859036916596,0.9671648740768433,success
fold1:blackinst_17:0,blackinst_17.jpg,0,1,1,0.7867348021631816,0.7458934187889099,success,0.6975922825496512,0.9986454844474792,success
fold1:blackinst_17:1,blackinst_17.jpg,1,1,1,0.944379622778613,0.7657172679901123,success,0.8166243812904186,0.9983410835266113,success
fold1:blackinst_17:2,blackinst_17.jpg,2,1,1,0.822290447891515,0.7492638826370239,success,0.7204404696503515,0.9937381744384766,success
fold1:blackinst_17:3,blackinst_17.jpg,3,1,1,0.7455864332121995,0.13401129841804504,localized_low_conf,0.7536818279338762,0.9460704326629639,success
fold1:blackinst_24:0,blackinst_24.jpg,0,1,1,0.8573107589699759,0.766666054725647,success,0.9094833016185566,0.9970300197601318,success
fold1:blackinst_24:1,blackinst_24.jpg,1,1,1,0.9501502275857648,0.6117202043533325,success,0.8400313912166715,0.998059093952179,success
fold1:blackinst_24:2,blackinst_24.jpg,2,1,1,0.8118937826881379,0.6011603474617004,success,0.9317805661276183,0.994084894657135,success
fold1:blackinst_34:0,blackinst_34.jpg,0,1,1,0.9401783987028738,0.8031701445579529,success,0.9077623848289613,0.9943137168884277,success
fold1:blackinst_34:1,blackinst_34.jpg,1,1,1,0.9067167328298712,0.7293618321418762,success,0.8686796686809247,0.9972363114356995,success
fold1:blackinst_37:0,blackinst_37.jpg,0,1,1,0.816312770176148,0.7250880002975464,success,0.745034715872028,0.9923765063285828,success
fold1:blackinst_8:0,blackinst_8.jpg,0,1,1,0.8018640480869295,0.36973321437835693,success,0.7363503815243791,0.27937740087509155,success
fold1:img_10012_pre_part_1:0,img_10012_pre_part_1.jpg,0,1,0,0.8787519348673908,0.6816015243530273,success,0.712244008826275,0.9985485672950745,success
fold1:img_1023_pre_part_0:0,img_1023_pre_part_0.jpg,0,1,1,0.46561596332663086,0.6496528387069702,localization_failure,0.6868308612558597,0.9987919926643372,success
fold1:img_10510_pre_part_1:0,img_10510_pre_part_1.jpg,0,1,0,0.7446410559700124,0.0018915414111688733,localized_low_conf,0.5640497587175302,0.9996429681777954,success
fold1:img_11099_pre_part_0:0,img_11099_pre_part_0.jpg,0,1,0,0.8626094907138446,0.7196394205093384,success,0.9244456219048708,0.9990259408950806,success
fold1:img_1113_pre_part_0:0,img_1113_pre_part_0.jpg,0,1,1,0.3986190005534485,0.7453135251998901,localization_failure,0.5332213467269297,0.9902092218399048,success
fold1:img_12317_pre_part_1:0,img_12317_pre_part_1.jpg,0,1,0,0.7434735166055506,0.7018184661865234,success,0.7785717821004552,0.9990873336791992,success
fold1:img_1235_pre_part_0:0,img_1235_pre_part_0.jpg,0,1,0,0.4317474766605544,0.6806568503379822,localization_failure,0.4481129390428292,0.9960139989852905,localization_failure
fold1:img_12458_pre_part_1:0,img_12458_pre_part_1.jpg,0,1,0,0.5449125881601572,0.6094757914543152,success,0.6497095463569446,0.9946000576019287,success
fold1:img_13538_pre_part_1:0,img_13538_pre_part_1.jpg,0,1,1,0.7515042850813993,0.6905152797698975,success,0.6960406114509095,0.9987139701843262,success
fold1:img_1509_pre_part_1:0,img_1509_pre_part_1.jpg,0,1,1,0.7936982973177805,0.6754810214042664,success,0.6797392752648985,0.9989043474197388,success
fold1:img_15101_pre_part_1:0,img_15101_pre_part_1.jpg,0,1,0,0.5759065923106396,0.013125457800924778,localized_low_conf,0.616390391160405,0.9992315769195557,success
fold1:img_15490_pre_part_1:0,img_15490_pre_part_1.jpg,0,1,0,0.6670064217034887,0.5987560749053955,success,0.5602146317052097,0.9998010993003845,success
fold1:img_15609_pre_part_1:0,img_15609_pre_part_1.jpg,0,1,0,0.6884416506029909,0.4689672291278839,success,0.7741111959305912,0.9980547428131104,success
fold1:img_15770_pre_part_1:0,img_15770_pre_part_1.jpg,0,1,0,0.46009568928934147,0.0013302622828632593,localization_failure,0.5452095988314218,0.9992559552192688,success
fold1:img_16871_pre_part_0:0,img_16871_pre_part_0.jpg,0,1,0,0.7763311387910165,0.43365541100502014,success,0.6038871807320877,0.9993448853492737,success
fold1:img_19226_pre_part_0:0,img_19226_pre_part_0.jpg,0,1,1,0.695072180550945,0.7250525951385498,success,0.5659442298894801,0.9965670108795166,success
fold1:img_2075_pre_part_1:0,img_2075_pre_part_1.jpg,0,1,0,0.8187059238739235,0.6865114569664001,success,0.8121551838976563,0.9873656034469604,success
fold1:img_2075_pre_part_1:1,img_2075_pre_part_1.jpg,1,1,0,0.8793499500293884,0.5492295622825623,success,0.6543528312643049,0.9923105239868164,success
fold1:img_2075_pre_part_1:2,img_2075_pre_part_1.jpg,2,1,0,0.7706678729945482,0.4292007386684418,success,0.7800976354804515,0.9990880489349365,success
fold1:img_2195_pre_part_1:0,img_2195_pre_part_1.jpg,0,1,1,0.838177477266672,0.703361451625824,success,0.6809522452476942,0.999241828918457,success
fold1:img_21979_pre_part_1:0,img_21979_pre_part_1.jpg,0,1,0,0.6640197103994517,0.13397222757339478,localized_low_conf,0.0,0.0,localization_failure
fold1:img_22666_pre_part_1:0,img_22666_pre_part_1.jpg,0,1,0,0.7336882657278063,0.5745556354522705,success,0.6345850966775264,0.99671870470047,success
fold1:img_2273_pre_part_1:0,img_2273_pre_part_1.jpg,0,1,1,0.7886867984064732,0.746564507484436,success,0.8314604883469663,0.9990190267562866,success
fold1:img_23458_pre_part_0:0,img_23458_pre_part_0.jpg,0,1,1,0.7420599716292728,0.7137001752853394,success,0.6839047036299998,0.9934331178665161,success
fold1:img_2538_pre_part_1:0,img_2538_pre_part_1.jpg,0,1,0,0.8605152224446021,0.004759887233376503,localized_low_conf,0.715086166816598,0.9986646175384521,success
fold1:img_2572_pre_part_1:0,img_2572_pre_part_1.jpg,0,1,0,0.8090229297209653,0.6912558078765869,success,0.5790103569304497,0.9998297691345215,success
fold1:img_2872_pre_part_1:0,img_2872_pre_part_1.jpg,0,1,0,0.5817437815541991,0.35780394077301025,success,0.7604433254294112,0.9942423701286316,success
fold1:img_3598_pre_part_0:0,img_3598_pre_part_0.jpg,0,1,0,0.7658840476203562,0.7069138884544373,success,0.6399276882741513,0.999430239200592,success
fold1:img_3889_pre_part_1:0,img_3889_pre_part_1.jpg,0,1,0,0.783376625725063,0.5873434543609619,success,0.7388338375877423,0.9987531900405884,success
fold1:img_5891_pre_part_1:0,img_5891_pre_part_1.jpg,0,1,0,0.6413239198994769,0.1087537333369255,localized_low_conf,0.6213943348098548,0.988108217716217,success
fold1:img_693_pre_part_1:0,img_693_pre_part_1.jpg,0,1,0,0.7449707840574691,0.6005048155784607,success,0.750697992292087,0.996313750743866,success
fold1:img_7241_pre_part_0:0,img_7241_pre_part_0.jpg,0,1,0,0.8644413142098244,0.6298275589942932,success,0.788395277432831,0.9908921122550964,success
fold1:img_7734_pre_part_0:0,img_7734_pre_part_0.jpg,0,1,0,0.8573644738473241,0.7114265561103821,success,0.7951306746682835,0.9982011318206787,success
fold1:img_7953_pre_part_1:0,img_7953_pre_part_1.jpg,0,1,0,0.6606552321801513,0.777958333492279,success,0.6680802838606494,0.9961326122283936,success
fold1:img_8507_pre_part_1:0,img_8507_pre_part_1.jpg,0,1,0,0.6123239591692066,0.5502442121505737,success,0.5689363470043013,0.9984605312347412,success
fold1:img_879_pre_part_1:0,img_879_pre_part_1.jpg,0,1,0,0.6986055636440209,0.5071611404418945,success,0.4814140685935554,0.9992443323135376,localization_failure
fold1:img_8935_pre_part_0:0,img_8935_pre_part_0.jpg,0,1,0,0.711152668346328,0.26053401827812195,success,0.8026597143755654,0.9987447261810303,success
fold1:img_900_pre_part_1:0,img_900_pre_part_1.jpg,0,1,0,0.7169119902655309,0.28758537769317627,success,0.7016409316821731,0.9994749426841736,success
fold1:img_9157_pre_part_1:0,img_9157_pre_part_1.jpg,0,1,0,0.7890574834352255,0.38230976462364197,success,0.8215165433154709,0.9996684789657593,success
fold1:img_9509_pre_part_0:0,img_9509_pre_part_0.jpg,0,1,1,0.8074714261942293,0.0011093973880633712,localized_low_conf,0.3217304962955126,0.9965251088142395,localization_failure
fold1:img_995_pre_part_1:0,img_995_pre_part_1.jpg,0,1,1,0.7064580308501139,0.7156097292900085,success,0.7128704235363005,0.9905493855476379,success
fold2:blackinst_15:0,blackinst_15.jpg,0,2,1,0.8337261968101164,0.5466230511665344,success,0.8589828313258119,0.9987466335296631,success
fold2:blackinst_15:1,blackinst_15.jpg,1,2,1,0.9465551529136714,0.7217500805854797,success,0.7636118215121379,0.9993411898612976,success
fold2:blackinst_16:0,blackinst_16.jpg,0,2,1,0.9026242600427402,0.7087969183921814,success,0.9146915209004463,0.995835542678833,success
fold2:blackinst_16:1,blackinst_16.jpg,1,2,1,0.7911965124704202,0.5617424845695496,success,0.9672831978636538,0.998379111289978,success
fold2:blackinst_16:2,blackinst_16.jpg,2,2,1,0.7862922858832398,0.13145661354064941,localized_low_conf,0.7926507007859078,0.9980425834655762,success
fold2:blackinst_23:0,blackinst_23.jpg,0,2,1,0.8407549388448943,0.5984964966773987,success,0.6822893163238914,0.9026910662651062,success
fold2:blackinst_23:1,blackinst_23.jpg,1,2,1,0.6305075961260255,0.6410390734672546,success,0.6969826414054595,0.38038089871406555,success
fold2:blackinst_28:0,blackinst_28.jpg,0,2,1,0.7168072952543149,0.5090410113334656,success,0.8550359007869772,0.9975605010986328,success
fold2:blackinst_30:0,blackinst_30.jpg,0,2,1,0.7728295292175275,0.6796284317970276,success,0.8052375139676051,0.9821979403495789,success
fold2:blackinst_30:1,blackinst_30.jpg,1,2,1,0.7460472376640859,0.3789897561073303,success,0.7682059327084005,0.96113121509552,success
fold2:blackinst_36:0,blackinst_36.jpg,0,2,1,0.8778056696512554,0.6300156116485596,success,0.7344480959684987,0.7655187249183655,success
fold2:blackinst_36:1,blackinst_36.jpg,1,2,1,0.8208560724147447,0.46791666746139526,success,0.8863085902522103,0.9950407147407532,success
fold2:blackinst_4:0,blackinst_4.jpg,0,2,1,0.8271038196145543,0.5880135893821716,success,0.8700621347838754,0.9987499713897705,success
fold2:blackinst_4:1,blackinst_4.jpg,1,2,1,0.8399302717369341,0.27955594658851624,success,0.6728689953750708,0.5556301474571228,success
fold2:blackinst_7:0,blackinst_7.jpg,0,2,1,0.8255756355768401,0.6717103719711304,success,0.7746823980517701,0.9880747199058533,success
fold2:blackinst_7:1,blackinst_7.jpg,1,2,1,0.7972031649129417,0.4106985926628113,success,0.7453437485264445,0.21992924809455872,localized_low_conf
fold2:blackinst_7:2,blackinst_7.jpg,2,2,1,0.8682463647169187,0.6410452723503113,success,0.7007129906365726,0.9923227429389954,success
fold2:img_1016_pre_part_0:0,img_1016_pre_part_0.jpg,0,2,0,0.5522315324551286,0.4676162004470825,success,0.0,0.0,localization_failure
fold2:img_1020_pre_part_0:0,img_1020_pre_part_0.jpg,0,2,0,0.3779814084900113,0.7860808372497559,localization_failure,0.29264394026517165,0.998336136341095,localization_failure
fold2:img_1022_pre_part_1:0,img_1022_pre_part_1.jpg,0,2,0,0.6234432820744699,0.7178513407707214,success,0.0,0.9989746809005737,localization_failure
fold2:img_1083_pre_part_0:0,img_1083_pre_part_0.jpg,0,2,1,0.9428310238447444,0.7312673926353455,success,0.7488770810072353,0.998591959476471,success
fold2:img_1113_pre_part_1:0,img_1113_pre_part_1.jpg,0,2,0,0.8573520487788792,0.6405076384544373,success,0.0,0.0,localization_failure
fold2:img_12185_pre_part_1:0,img_12185_pre_part_1.jpg,0,2,0,0.7532924854086699,0.24145916104316711,localized_low_conf,0.8783346591928124,0.9995822310447693,success
fold2:img_1474_pre_part_1:0,img_1474_pre_part_1.jpg,0,2,0,0.8585861771531826,0.7559569478034973,success,0.8571920561556866,0.9992656111717224,success
fold2:img_1505_pre_part_1:0,img_1505_pre_part_1.jpg,0,2,1,0.5592164229185829,0.08200903981924057,localized_low_conf,0.0,0.0,localization_failure
fold2:img_1505_pre_part_1:1,img_1505_pre_part_1.jpg,1,2,1,0.29758775147193495,0.0745086744427681,localization_failure,0.0,0.0,localization_failure
fold2:img_1505_pre_part_1:2,img_1505_pre_part_1.jpg,2,2,1,0.0,0.09156244248151779,localization_failure,0.0,0.0,localization_failure
fold2:img_1515_pre_part_1:0,img_1515_pre_part_1.jpg,0,2,1,0.37122467393092756,0.5964593291282654,localization_failure,0.6713175868156251,0.9987062215805054,success
fold2:img_15170_pre_part_0:0,img_15170_pre_part_0.jpg,0,2,0,0.7883699967588809,0.3442847430706024,success,0.7187300561037554,0.9989198446273804,success
fold2:img_15890_pre_part_0:0,img_15890_pre_part_0.jpg,0,2,0,0.6268471666178368,0.16350111365318298,localized_low_conf,0.5603285737600696,0.9996730089187622,success
fold2:img_17204_pre_part_1:0,img_17204_pre_part_1.jpg,0,2,0,0.5696589771143771,0.5549842119216919,success,0.5947502967082716,0.9995930790901184,success
fold2:img_2118_pre_part_1:0,img_2118_pre_part_1.jpg,0,2,1,0.6203333202498765,0.459957480430603,success,0.6033221232812797,0.9965605139732361,success
fold2:img_21637_pre_part_1:0,img_21637_pre_part_1.jpg,0,2,0,0.8879439770904547,0.6097270846366882,success,0.6242862928748111,0.9956067204475403,success
fold2:img_2201_pre_part_1:0,img_2201_pre_part_1.jpg,0,2,0,0.6754251033281532,0.7953853607177734,success,0.5287439029613695,0.999560534954071,success
fold2:img_23459_pre_part_0:0,img_23459_pre_part_0.jpg,0,2,1,0.7693238465367283,0.5228788256645203,success,0.7499512990060904,0.9950354099273682,success
fold2:img_24425_pre_part_1:0,img_24425_pre_part_1.jpg,0,2,0,0.6969290226207618,0.6080254912376404,success,0.8249169815499211,0.9984058737754822,success
fold2:img_24459_pre_part_1:0,img_24459_pre_part_1.jpg,0,2,0,0.7011767386111034,0.20641349256038666,localized_low_conf,0.5308545773263273,0.9974465370178223,success
fold2:img_2900_pre_part_1:0,img_2900_pre_part_1.jpg,0,2,0,0.7839042952438042,0.22983242571353912,localized_low_conf,0.8389605198467655,0.9995055198669434,success
fold2:img_3207_pre_part_1:0,img_3207_pre_part_1.jpg,0,2,0,0.8896537335576143,0.3334079384803772,success,0.5870712821680676,0.9997270703315735,success
fold2:img_3292_pre_part_1:0,img_3292_pre_part_1.jpg,0,2,0,0.8073040676071416,0.16632123291492462,localized_low_conf,0.0,0.0,localization_failure
fold2:img_3441_pre_part_1:0,img_3441_pre_part_1.jpg,0,2,0,0.9367995355956601,0.14586448669433594,localized_low_conf,0.6095076226332793,0.9979054927825928,success
fold2:img_3523_pre_part_1:0,img_3523_pre_part_1.jpg,0,2,0,0.6770566744473816,0.7674334645271301,success,0.7940272621294472,0.9954597353935242,success
fold2:img_3539_pre_part_1:0,img_3539_pre_part_1.jpg,0,2,1,0.9030208386147474,0.27656856179237366,success,0.7937014409287024,0.9336827993392944,success
fold2:img_4108_pre_part_1:0,img_4108_pre_part_1.jpg,0,2,0,0.7303799187613862,0.38841572403907776,success,0.6513714987654036,0.998319685459137,success
fold2:img_4321_pre_part_1:0,img_4321_pre_part_1.jpg,0,2,1,0.769103688917056,0.6055635809898376,success,0.672784580543394,0.9981740713119507,success
fold2:img_4462_pre_part_1:0,img_4462_pre_part_1.jpg,0,2,0,0.7489139246442251,0.7969303131103516,success,0.6812035943804758,0.9983931183815002,success
fold2:img_525_pre_part_1:0,img_525_pre_part_1.jpg,0,2,0,0.550883852007337,0.6738886833190918,success,0.3918213569205985,0.9989308714866638,localization_failure
fold2:img_6075_pre_part_1:0,img_6075_pre_part_1.jpg,0,2,0,0.7292683638607251,0.3433823585510254,success,0.7193524070990592,0.9994764924049377,success
fold2:img_639_pre_part_1:0,img_639_pre_part_1.jpg,0,2,0,0.5592559946467971,0.22697651386260986,localized_low_conf,0.0,0.0,localization_failure
fold2:img_6576_pre_part_1:0,img_6576_pre_part_1.jpg,0,2,0,0.8294617147543203,0.8319463133811951,success,0.6878773142276357,0.9991996884346008,success
fold2:img_6648_pre_part_1:0,img_6648_pre_part_1.jpg,0,2,0,0.0,0.0,localization_failure,0.0,0.0,localization_failure
fold2:img_6811_pre_part_1:0,img_6811_pre_part_1.jpg,0,2,0,0.6908105746295752,0.7249636650085449,success,0.8720733874239013,0.9988873600959778,success
fold2:img_8308_pre_part_1:0,img_8308_pre_part_1.jpg,0,2,0,0.8319423538260617,0.45736533403396606,success,0.780521342911364,0.9985238909721375,success
fold2:img_9389_pre_part_1:0,img_9389_pre_part_1.jpg,0,2,1,0.9036872524445292,0.5578200817108154,success,0.687769528432952,0.9994733929634094,success
fold2:img_9399_pre_part_1:0,img_9399_pre_part_1.jpg,0,2,1,0.6718709223942143,0.07086849212646484,localized_low_conf,0.6980468544723775,0.41382157802581787,success
fold2:img_9399_pre_part_1:1,img_9399_pre_part_1.jpg,1,2,1,0.6072008356673664,0.22768735885620117,localized_low_conf,0.5215722327998185,0.8044418692588806,success
fold2:img_970_pre_part_1:0,img_970_pre_part_1.jpg,0,2,0,0.836806531045358,0.7828927636146545,success,0.5427473773644175,0.9993072748184204,success
