candidate_id,class_id,selected_dwbg,selected_random,additional_pilot,eligible,valid_fold_count,utility_median,utility_mean,utility_std
dwbg_1_15683_35_000411,1,False,True,False,True,3,0.5556321740150452,0.462632417678833,0.34607610574226094
dwbg_1_15683_5_000413,1,True,False,False,False,0,,,
dwbg_1_19997_21_000485,1,True,True,False,True,3,0.0,0.23871960242589316,0.3376004993550113
dwbg_1_19997_24_000488,1,False,True,False,True,3,0.022848179563879967,0.22857534574965635,0.3072398777637389
dwbg_1_19997_30_000493,1,True,False,False,False,0,,,
dwbg_1_19997_33_000496,1,True,True,False,True,3,0.7692644000053406,0.5586913029352824,0.3990251815111515
dwbg_1_19997_34_000497,1,False,True,False,True,3,0.022324780002236366,0.25013368638853234,0.33807932051692746
dwbg_1_19997_5_000499,1,True,False,False,True,3,0.8105973601341248,0.7651926477750143,0.11545525753588745
dwbg_1_19997_7_000500,1,True,True,False,True,3,0.800995409488678,0.7776904304822286,0.1145704150987332
dwbg_1_24571_11_000562,1,True,False,False,True,3,0.7582405209541321,0.737855851650238,0.11017592672310543
dwbg_1_24571_12_000563,1,False,True,False,True,3,0.6474398970603943,0.49829163153966266,0.36168164878583986
dwbg_1_24571_14_000565,1,False,True,False,False,0,,,
dwbg_1_24571_16_000567,1,True,False,False,True,3,0.699205219745636,0.7343934178352356,0.05027370484309588
dwbg_1_24571_18_000568,1,True,False,False,True,3,0.7470579147338867,0.7839642564455668,0.060688949719315356
dwbg_1_24571_20_000571,1,False,True,False,True,3,0.7166931629180908,0.5357851187388102,0.3854569374818513
dwbg_1_24571_23_000573,1,False,True,False,True,3,0.6695782542228699,0.6664061745007833,0.011705340338115053
dwbg_1_24571_24_000574,1,True,False,False,True,3,0.7510054111480713,0.5429602265357971,0.3874087814126032
dwbg_1_24571_32_000580,1,True,False,False,True,3,0.6835209727287292,0.7086126406987509,0.07804165545279476
dwbg_1_24571_34_000581,1,False,True,False,True,3,0.7078438401222229,0.7117218375205994,0.09304152445461195
dwbg_1_24571_35_000582,1,False,True,False,True,3,0.6946101784706116,0.5114785035451254,0.3664965255926034
dwbg_1_24571_7_000584,1,False,True,False,True,3,0.6758652329444885,0.5055976907412211,0.3638068944413978
dwbg_1_30103_1_000652,1,True,True,False,True,3,0.609879732131958,0.5791840453942617,0.17484111896535923
dwbg_1_30103_20_000661,1,False,True,False,False,0,,,
dwbg_1_30103_22_000662,1,False,True,False,False,0,,,
dwbg_1_30103_2_000660,1,False,True,False,True,3,0.6982728838920593,0.702967087427775,0.0993929163965199
dwbg_1_30103_30_000668,1,False,True,False,True,3,0.5331882834434509,0.504485289255778,0.12266118460017103
dwbg_1_30103_31_000669,1,True,False,False,True,3,0.6673914790153503,0.6564012368520101,0.024608149396159427
dwbg_1_30103_34_000671,1,False,True,False,True,3,0.6646556258201599,0.6553225715955099,0.0452756804036708
dwbg_1_3407_12_000145,1,False,True,False,True,3,0.7573841214179993,0.7401828567186991,0.05863506102311727
dwbg_1_3407_14_000146,1,True,False,False,False,0,,,
dwbg_1_3407_15_000147,1,True,True,False,True,3,0.175605908036232,0.19254533449808756,0.0445915867551451
dwbg_1_3407_18_000150,1,True,False,False,True,3,0.7445070743560791,0.5242094397544861,0.37224050014744464
dwbg_1_3407_19_000151,1,True,False,False,True,3,0.7421590685844421,0.7008846600850424,0.08315032242686489
dwbg_1_3407_23_000155,1,True,True,False,True,3,0.4299125671386719,0.42186562220255536,0.341214133242699
dwbg_1_3407_24_000156,1,True,False,False,True,3,0.80035799741745,0.5598279436429342,0.397162089381935
dwbg_1_3407_28_000158,1,True,False,False,True,3,0.7321977615356445,0.7180904150009155,0.08616088987377832
dwbg_1_3407_30_000159,1,False,True,False,True,3,0.6529322266578674,0.6715535124142965,0.0683761385010008
dwbg_1_3407_32_000161,1,False,True,False,True,3,0.6706223487854004,0.6958044171333313,0.044857711489327524
dwbg_1_42_13_000064,1,False,True,False,True,3,0.08327547460794449,0.09383347382148106,0.03711340674191336
dwbg_1_42_16_000067,1,True,False,False,True,3,0.0,0.27037398020426434,0.38236654971766526
dwbg_1_42_23_000070,1,True,True,False,True,3,0.0004493817687034607,0.11846252034107844,0.16721364264498573
dwbg_1_42_29_000074,1,True,True,False,True,3,0.4272347390651703,0.37925029794375104,0.07499174242506276
dwbg_1_42_2_000068,1,True,False,False,True,3,0.720537006855011,0.7529975573221842,0.046512565042107816
dwbg_1_42_34_000078,1,True,False,False,False,0,,,
dwbg_1_42_35_000079,1,True,False,False,True,3,0.6856011748313904,0.7019952932993571,0.11102846012940568
dwbg_1_42_3_000075,1,False,True,False,True,3,0.7256773114204407,0.7419295907020569,0.10852364316222385
dwbg_1_42_4_000080,1,False,True,False,True,3,0.1907842606306076,0.3579220126072566,0.3793551333643025
dwbg_1_42_9_000082,1,True,False,False,False,0,,,
dwbg_1_7859_16_000237,1,True,False,False,True,3,0.6039741039276123,0.5758469104766846,0.04745080706999789
dwbg_1_7859_20_000239,1,True,True,False,True,3,0.7425045967102051,0.5439368287722269,0.3892626449841584
dwbg_1_7859_23_000241,1,True,False,False,True,3,0.0,0.0,0.0
dwbg_1_7859_28_000246,1,False,True,False,True,3,0.7377369999885559,0.5433956782023112,0.38939541008063977
dwbg_1_7859_29_000247,1,True,False,False,True,3,0.7283757328987122,0.7351263165473938,0.12486136484343323
dwbg_1_7859_34_000248,1,True,False,False,False,0,,,
dwbg_1_7859_5_000251,1,False,True,False,True,3,0.775146484375,0.7429811557133993,0.11437321769572957
dwbg_1_7859_8_000253,1,False,True,False,True,3,0.5985965132713318,0.6725364327430725,0.12121890608431084
dwbg_0_19997_12_000001_c10010,0,False,False,True,True,3,0.475907564163208,0.5047102570533752,0.093886282722289
dwbg_0_15683_65_000381,0,False,False,True,True,3,0.558922529220581,0.5208727618058523,0.12588260684177158
dwbg_0_3407_35_000110,0,False,False,True,False,0,,,
dwbg_0_19997_17_000002_c10010,0,False,False,True,True,3,0.6047852635383606,0.6123480200767517,0.015939183744853584
dwbg_0_30103_43_000619,0,False,False,True,True,3,0.6704034805297852,0.6275457938512167,0.07521053626071508
dwbg_0_24571_35_000525,0,False,False,True,True,3,0.09313949942588806,0.2798202335834503,0.33205030368485056
dwbg_0_42_63_000050,0,False,False,True,True,3,0.5479534268379211,0.5675984621047974,0.03701879026786751
dwbg_0_3407_51_000121,0,False,False,True,True,3,0.5931736826896667,0.5073222120602926,0.12325427115966849
dwbg_0_24571_20_000512,0,False,False,True,True,3,0.3990580141544342,0.4723345637321472,0.12059742279077519
dwbg_0_7859_53_000210,0,False,False,True,True,3,0.5742886662483215,0.5942011376221975,0.09095831429757574
dwbg_0_15683_52_000371,0,False,False,True,True,3,0.5614499449729919,0.549229641755422,0.034243960511479654
dwbg_0_3407_9_000143,0,False,False,True,True,3,0.4932301938533783,0.46685056885083515,0.19155717797561686
dwbg_0_19997_10_000001_c14014,0,False,False,True,True,3,0.6340271830558777,0.6325071652730306,0.05882827962234556
dwbg_0_24571_16_000509,0,False,False,True,True,3,0.5703149437904358,0.5851138234138489,0.06775854605703231
dwbg_0_19997_27_000433,0,False,False,True,True,3,0.7142985463142395,0.6981689731280009,0.05447177326310238
dwbg_0_24571_0_000000_c2002,0,False,False,True,True,3,0.6077020764350891,0.5041853785514832,0.28529972299201684
dwbg_0_7859_22_000181,0,False,False,True,True,3,0.1426694244146347,0.29804226228346425,0.317253273116722
dwbg_0_19997_7_000471,0,False,False,True,True,3,0.6220569014549255,0.5801667074362437,0.062039457923364086
dwbg_0_7859_63_000219,0,False,False,True,True,3,0.4511556625366211,0.4279380838076274,0.07282851683431027
dwbg_0_19997_14_000420,0,False,False,True,True,3,0.4092012643814087,0.48578041791915894,0.18770703819609444
dwbg_0_15683_54_000373,0,False,False,True,True,3,0.6119880080223083,0.6081439256668091,0.03559387960526283
dwbg_0_7859_35_000192,0,False,False,True,True,3,0.5637238621711731,0.5429041087627411,0.07926778291326259
dwbg_0_24571_64_000548,0,False,False,True,True,3,0.5947824120521545,0.5839907129605612,0.03088765350024659
dwbg_0_15683_10_000002_c3003,0,False,False,True,True,3,0.44664180278778076,0.4126085638999939,0.09324613748305498
dwbg_0_30103_46_000622,0,False,False,True,True,3,0.4109927713871002,0.450835386912028,0.07937075469966597
dwbg_0_3407_45_000117,0,False,False,True,True,3,0.6341457962989807,0.6098411281903585,0.057577749848476474
dwbg_0_3407_33_000108,0,False,False,True,True,3,0.6165362000465393,0.5131332079569498,0.22891177790215594
dwbg_0_12011_29_000271,0,False,False,True,False,0,,,
dwbg_0_3407_68_000136,0,False,False,True,True,3,0.6213882565498352,0.5377034346262614,0.12393329075009035
dwbg_0_24571_42_000531,0,False,False,True,True,3,0.6475110054016113,0.6543787519137064,0.07352256017770874
dwbg_0_12011_58_000293,0,False,False,True,True,3,0.4940979480743408,0.5036216278870901,0.12900911916617164
dwbg_0_30103_37_000613,0,False,False,True,True,3,0.5816929340362549,0.5344256659348806,0.07464178533087248
dwbg_0_24571_56_000541,0,False,False,True,True,3,0.6007154583930969,0.5755574901898702,0.08020193942233997
dwbg_0_19997_20_000426,0,False,False,True,True,3,0.41846510767936707,0.4774719675381978,0.13005813186083184
dwbg_0_12011_10_000001_c7007,0,False,False,True,True,3,0.43279170989990234,0.5109951694806417,0.15540692969906272
dwbg_0_3407_32_000107,0,False,False,True,True,3,0.5466275811195374,0.5231259167194366,0.04515182909602091
dwbg_0_7859_28_000186,0,False,False,True,True,3,0.19096679985523224,0.2924372007449468,0.28923978360628444
dwbg_0_30103_0_000586,0,False,False,True,True,3,0.28804460167884827,0.2796776294708252,0.07432650279704328
dwbg_0_12011_18_000263,0,False,False,True,True,3,0.4869411289691925,0.4532030423482259,0.059074941459697966
dwbg_0_42_30_000019,0,False,False,True,True,3,0.6259329319000244,0.6351841886838278,0.07959245696715109
dwbg_1_15683_16_000397,1,False,False,True,True,3,0.2677002251148224,0.3165588627258937,0.0900266463318429
dwbg_1_15683_33_000409,1,False,False,True,True,3,0.6340673565864563,0.6863764127095541,0.09068039663772623
dwbg_1_19997_19_000483,1,False,False,True,True,3,0.0,0.2915760676066081,0.4123508292726796
dwbg_1_12011_13_000317,1,False,False,True,False,0,,,
dwbg_1_19997_14_000480,1,False,False,True,True,3,0.8062577247619629,0.5395962397257487,0.3815607552519533
dwbg_1_19997_15_000481,1,False,False,True,True,3,0.6551442742347717,0.6870503822962443,0.10239941160779314
dwbg_1_42_15_000066,1,False,False,True,True,3,0.7642297744750977,0.5543804963429769,0.39584349372780914
dwbg_1_7859_12_000235,1,False,False,True,True,3,0.793947696685791,0.5501105586687723,0.3898211490897356
dwbg_1_12011_19_000322,1,False,False,True,True,3,0.7168853878974915,0.6935211817423502,0.06092373030192954
dwbg_1_19997_22_000486,1,False,False,True,True,3,0.5740856528282166,0.4705933729807536,0.3497294131473098
dwbg_1_3407_22_000154,1,False,False,True,True,3,0.6217809915542603,0.6858919858932495,0.09727810400145832
dwbg_1_15683_4_000412,1,False,False,True,True,3,0.7025125026702881,0.5343122680981954,0.386358615728515
dwbg_1_24571_30_000578,1,False,False,True,True,3,0.677913248538971,0.7095818718274435,0.09171435036012435
dwbg_1_42_10_000063,1,False,False,True,True,3,0.6916144490242004,0.7209012111028036,0.091385444259913
dwbg_1_15683_9_000415,1,False,False,True,False,0,,,
dwbg_1_30103_27_000666,1,False,False,True,True,3,0.0,0.0,0.0
dwbg_1_7859_26_000244,1,False,False,True,True,3,0.6830086708068848,0.6950798829396566,0.07478726972452229
dwbg_1_3407_20_000152,1,False,False,True,True,3,0.5426649451255798,0.42927316576242447,0.29540463698736186
dwbg_1_7859_24_000242,1,False,False,True,False,0,,,
dwbg_1_15683_18_000399,1,False,False,True,True,3,0.0,0.001681449357420206,0.002377928485707181
dwbg_1_12011_12_000316,1,False,False,True,True,3,0.7501365542411804,0.7420944372812907,0.10010420358133014
dwbg_1_42_24_000071,1,False,False,True,True,3,0.0,0.0,0.0
dwbg_1_3407_31_000160,1,False,False,True,True,3,0.7559168934822083,0.5533571441968282,0.39593492451028023
dwbg_1_7859_27_000245,1,False,False,True,False,0,,,
dwbg_1_12011_23_000326,1,False,False,True,True,3,0.0,0.0,0.0
dwbg_1_19997_35_000498,1,False,False,True,True,3,0.6419946551322937,0.7024087309837341,0.10117107620040117
dwbg_1_42_14_000065,1,False,False,True,True,3,0.17311950027942657,0.33153583109378815,0.245270775783588
dwbg_1_12011_11_000315,1,False,False,True,True,3,0.7706151604652405,0.5310736497243246,0.3761251320415394
dwbg_1_7859_6_000252,1,False,False,True,True,3,0.5331376194953918,0.5238734583059946,0.034777757356196724
dwbg_1_19997_20_000484,1,False,False,True,True,3,0.10401847213506699,0.3315690631667773,0.39763136313224057
dwbg_1_7859_35_000249,1,False,False,True,True,3,0.731010377407074,0.6541889011859894,0.2040089188976038
dwbg_1_19997_23_000487,1,False,False,True,True,3,0.5083191990852356,0.5554873545964559,0.10039020700963573
dwbg_1_30103_28_000667,1,False,False,True,True,3,0.6511547565460205,0.63481338818868,0.056210785938524174
dwbg_1_12011_21_000324,1,False,False,True,False,0,,,
dwbg_1_3407_11_000144,1,False,False,True,True,3,0.7930092811584473,0.5561986962954203,0.39473409133586157
dwbg_1_30103_16_000658,1,False,False,True,True,3,0.7486032843589783,0.5354251662890116,0.38121218011555186
dwbg_1_3407_21_000153,1,False,False,True,False,0,,,
dwbg_1_15683_32_000408,1,False,False,True,True,3,0.5617421865463257,0.5841180582841238,0.10110522862869979
dwbg_1_19997_8_000501,1,False,False,True,False,0,,,
dwbg_1_3407_33_000162,1,False,False,True,True,3,0.746746301651001,0.7665029565493265,0.056193924078572426
